,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
8299,0.022,0.022,0.129,0.408,0.022,0.022,0.022,0.307,0.022,0.022
8300,0.023,0.023,0.151,0.573,0.023,0.023,0.116,0.023,0.023,0.023
8301,0.657,0.019,0.019,0.019,0.194,0.019,0.019,0.019,0.019,0.019
8302,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767,0.026
8303,0.108,0.017,0.017,0.017,0.549,0.017,0.158,0.017,0.017,0.084
8304,0.022,0.022,0.802,0.022,0.022,0.022,0.022,0.022,0.022,0.022
8305,0.022,0.022,0.022,0.487,0.339,0.022,0.022,0.022,0.022,0.022
8306,0.026,0.655,0.026,0.026,0.026,0.133,0.026,0.026,0.026,0.026
8307,0.025,0.668,0.025,0.025,0.025,0.129,0.025,0.025,0.025,0.025
8308,0.520,0.022,0.022,0.022,0.022,0.176,0.022,0.153,0.022,0.022
8309,0.026,0.026,0.593,0.197,0.026,0.026,0.026,0.026,0.026,0.026
8310,0.026,0.026,0.026,0.026,0.769,0.026,0.026,0.026,0.026,0.026
8311,0.440,0.026,0.026,0.026,0.026,0.026,0.026,0.355,0.026,0.026
8312,0.025,0.025,0.025,0.772,0.025,0.025,0.025,0.025,0.025,0.025
8313,0.026,0.172,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.623
8314,0.029,0.738,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029
8315,0.089,0.095,0.017,0.017,0.698,0.017,0.017,0.017,0.017,0.017
8316,0.025,0.025,0.025,0.774,0.025,0.025,0.025,0.025,0.025,0.025
8317,0.022,0.022,0.022,0.804,0.022,0.022,0.022,0.022,0.022,0.022
8318,0.475,0.341,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
8319,0.022,0.022,0.022,0.805,0.022,0.022,0.022,0.022,0.022,0.022
8320,0.026,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026
8321,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.811
8322,0.027,0.027,0.639,0.027,0.027,0.027,0.027,0.027,0.147,0.027
8323,0.402,0.019,0.019,0.313,0.107,0.019,0.063,0.019,0.019,0.019
8324,0.674,0.025,0.025,0.129,0.025,0.025,0.025,0.025,0.025,0.025
8325,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029,0.029,0.029
8326,0.023,0.023,0.490,0.325,0.023,0.023,0.023,0.023,0.023,0.023
8327,0.021,0.021,0.648,0.021,0.021,0.180,0.021,0.021,0.021,0.021
8328,0.024,0.024,0.526,0.149,0.024,0.024,0.024,0.024,0.024,0.158
8329,0.524,0.023,0.292,0.023,0.023,0.023,0.023,0.023,0.023,0.023
8330,0.025,0.025,0.025,0.025,0.025,0.025,0.777,0.025,0.025,0.025
8331,0.025,0.025,0.778,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8332,0.024,0.024,0.024,0.024,0.024,0.024,0.454,0.351,0.024,0.024
8333,0.029,0.510,0.029,0.029,0.029,0.029,0.260,0.029,0.029,0.029
8334,0.023,0.285,0.023,0.023,0.023,0.023,0.527,0.023,0.023,0.023
8335,0.027,0.027,0.027,0.476,0.027,0.027,0.129,0.209,0.027,0.027
8336,0.021,0.021,0.021,0.021,0.573,0.021,0.021,0.021,0.262,0.021
8337,0.777,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8338,0.027,0.220,0.027,0.564,0.027,0.027,0.027,0.027,0.027,0.027
8339,0.419,0.356,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8340,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8341,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.718
8342,0.748,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8343,0.028,0.028,0.637,0.028,0.140,0.028,0.028,0.028,0.028,0.028
8344,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.774,0.025
8345,0.028,0.028,0.028,0.364,0.028,0.028,0.412,0.028,0.028,0.028
8346,0.024,0.150,0.024,0.347,0.024,0.024,0.024,0.334,0.024,0.024
8347,0.022,0.022,0.022,0.613,0.214,0.022,0.022,0.022,0.022,0.022
8348,0.028,0.028,0.028,0.028,0.028,0.745,0.028,0.028,0.028,0.028
8349,0.715,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.161,0.015
8350,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.762,0.026
8351,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.750
8352,0.017,0.086,0.571,0.017,0.017,0.070,0.128,0.060,0.017,0.017
8353,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.698,0.034
8354,0.470,0.027,0.027,0.027,0.315,0.027,0.027,0.027,0.027,0.027
8355,0.024,0.024,0.024,0.136,0.024,0.024,0.024,0.024,0.024,0.674
8356,0.025,0.025,0.381,0.025,0.025,0.025,0.025,0.025,0.025,0.420
8357,0.028,0.028,0.028,0.586,0.028,0.028,0.028,0.028,0.028,0.191
8358,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767,0.026,0.026
8359,0.026,0.026,0.026,0.768,0.026,0.026,0.026,0.026,0.026,0.026
8360,0.032,0.032,0.032,0.032,0.713,0.032,0.032,0.032,0.032,0.032
8361,0.023,0.023,0.023,0.023,0.023,0.023,0.609,0.203,0.023,0.023
8362,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.749,0.028,0.028
8363,0.419,0.020,0.105,0.020,0.103,0.020,0.020,0.020,0.020,0.256
8364,0.461,0.215,0.023,0.023,0.023,0.023,0.164,0.023,0.023,0.023
8365,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8366,0.027,0.027,0.027,0.474,0.027,0.027,0.027,0.313,0.027,0.027
8367,0.023,0.023,0.484,0.023,0.332,0.023,0.023,0.023,0.023,0.023
8368,0.025,0.772,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8369,0.021,0.021,0.807,0.021,0.021,0.021,0.021,0.021,0.021,0.021
8370,0.017,0.017,0.017,0.017,0.735,0.017,0.130,0.017,0.017,0.017
8371,0.019,0.019,0.019,0.019,0.828,0.019,0.019,0.019,0.019,0.019
8372,0.420,0.022,0.022,0.402,0.022,0.022,0.022,0.022,0.022,0.022
8373,0.546,0.017,0.017,0.017,0.320,0.017,0.017,0.017,0.017,0.017
8374,0.522,0.026,0.026,0.026,0.026,0.026,0.272,0.026,0.026,0.026
8375,0.024,0.024,0.024,0.024,0.024,0.024,0.274,0.024,0.024,0.530
8376,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.769
8377,0.027,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027
8378,0.027,0.027,0.761,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8379,0.563,0.223,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8380,0.027,0.753,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8381,0.023,0.023,0.617,0.023,0.023,0.023,0.023,0.203,0.023,0.023
8382,0.029,0.029,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029
8383,0.022,0.806,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
8384,0.584,0.023,0.023,0.023,0.023,0.118,0.023,0.137,0.023,0.023
8385,0.024,0.785,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8386,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.746,0.028
8387,0.018,0.018,0.467,0.018,0.018,0.301,0.018,0.105,0.018,0.018
8388,0.333,0.015,0.015,0.088,0.436,0.015,0.015,0.053,0.015,0.015
8389,0.026,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026
8390,0.030,0.030,0.030,0.030,0.030,0.030,0.439,0.030,0.324,0.030
8391,0.023,0.023,0.308,0.023,0.023,0.507,0.023,0.023,0.023,0.023
8392,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.741,0.029,0.029
8393,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.762
8394,0.023,0.023,0.023,0.023,0.796,0.023,0.023,0.023,0.023,0.023
8395,0.018,0.018,0.842,0.018,0.018,0.018,0.018,0.018,0.018,0.018
8396,0.026,0.026,0.612,0.026,0.026,0.026,0.177,0.026,0.026,0.026
8397,0.028,0.028,0.279,0.028,0.028,0.028,0.028,0.494,0.028,0.028
8398,0.028,0.028,0.230,0.028,0.028,0.028,0.028,0.028,0.028,0.547
8399,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.786
8400,0.025,0.025,0.025,0.025,0.025,0.776,0.025,0.025,0.025,0.025
8401,0.021,0.021,0.021,0.021,0.021,0.288,0.544,0.021,0.021,0.021
8402,0.027,0.027,0.754,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8403,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.275,0.026,0.518
8404,0.024,0.151,0.024,0.657,0.024,0.024,0.024,0.024,0.024,0.024
8405,0.028,0.028,0.028,0.749,0.028,0.028,0.028,0.028,0.028,0.028
8406,0.024,0.024,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024
8407,0.387,0.022,0.022,0.022,0.022,0.022,0.439,0.022,0.022,0.022
8408,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8409,0.024,0.024,0.024,0.024,0.399,0.024,0.024,0.024,0.024,0.410
8410,0.026,0.026,0.026,0.640,0.026,0.026,0.026,0.026,0.154,0.026
8411,0.022,0.094,0.022,0.160,0.022,0.022,0.516,0.022,0.099,0.022
8412,0.023,0.023,0.023,0.023,0.023,0.023,0.794,0.023,0.023,0.023
8413,0.028,0.745,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8414,0.024,0.024,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024
8415,0.022,0.022,0.111,0.713,0.022,0.022,0.022,0.022,0.022,0.022
8416,0.028,0.197,0.330,0.028,0.028,0.028,0.028,0.028,0.028,0.275
8417,0.022,0.022,0.022,0.805,0.022,0.022,0.022,0.022,0.022,0.022
8418,0.509,0.121,0.025,0.193,0.025,0.025,0.025,0.025,0.025,0.025
8419,0.024,0.208,0.024,0.024,0.024,0.024,0.601,0.024,0.024,0.024
8420,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.763,0.026,0.026
8421,0.054,0.016,0.062,0.016,0.016,0.244,0.259,0.016,0.016,0.300
8422,0.026,0.026,0.026,0.026,0.026,0.389,0.026,0.026,0.026,0.404
8423,0.365,0.028,0.028,0.253,0.184,0.028,0.028,0.028,0.028,0.028
8424,0.588,0.020,0.020,0.174,0.020,0.097,0.020,0.020,0.020,0.020
8425,0.024,0.296,0.511,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8426,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.769,0.026,0.026
8427,0.023,0.796,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
8428,0.014,0.014,0.014,0.014,0.872,0.014,0.014,0.014,0.014,0.014
8429,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8430,0.024,0.024,0.024,0.024,0.137,0.024,0.024,0.024,0.384,0.313
8431,0.712,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
8432,0.026,0.026,0.026,0.026,0.026,0.026,0.768,0.026,0.026,0.026
8433,0.028,0.748,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8434,0.019,0.019,0.019,0.374,0.019,0.019,0.019,0.090,0.401,0.019
8435,0.022,0.022,0.022,0.022,0.557,0.022,0.022,0.022,0.270,0.022
8436,0.019,0.019,0.019,0.019,0.019,0.019,0.226,0.019,0.019,0.618
8437,0.024,0.695,0.024,0.024,0.024,0.110,0.024,0.024,0.024,0.024
8438,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.786,0.024
8439,0.026,0.026,0.026,0.026,0.026,0.768,0.026,0.026,0.026,0.026
8440,0.025,0.025,0.025,0.779,0.024,0.025,0.025,0.025,0.024,0.025
8441,0.027,0.027,0.027,0.761,0.027,0.027,0.027,0.027,0.027,0.027
8442,0.026,0.026,0.331,0.026,0.026,0.026,0.026,0.026,0.026,0.462
8443,0.027,0.354,0.433,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8444,0.021,0.282,0.453,0.021,0.116,0.021,0.021,0.021,0.021,0.021
8445,0.385,0.016,0.318,0.016,0.016,0.016,0.185,0.016,0.016,0.016
8446,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026,0.026
8447,0.015,0.015,0.015,0.015,0.169,0.015,0.015,0.015,0.416,0.312
8448,0.024,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024
8449,0.169,0.022,0.022,0.653,0.022,0.022,0.022,0.022,0.022,0.022
8450,0.763,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
8451,0.026,0.226,0.345,0.026,0.026,0.026,0.026,0.250,0.026,0.026
8452,0.027,0.027,0.027,0.027,0.027,0.758,0.027,0.027,0.027,0.027
8453,0.022,0.798,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022
8454,0.024,0.024,0.193,0.612,0.024,0.024,0.024,0.024,0.024,0.024
8455,0.026,0.026,0.026,0.026,0.431,0.026,0.026,0.364,0.026,0.026
8456,0.024,0.024,0.024,0.473,0.024,0.024,0.024,0.024,0.024,0.332
8457,0.025,0.567,0.025,0.025,0.025,0.237,0.025,0.025,0.025,0.025
8458,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8459,0.648,0.023,0.023,0.164,0.023,0.023,0.023,0.023,0.023,0.023
8460,0.015,0.015,0.015,0.015,0.015,0.862,0.015,0.015,0.015,0.015
8461,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.751,0.028
8462,0.022,0.022,0.022,0.805,0.022,0.022,0.022,0.022,0.022,0.022
8463,0.025,0.025,0.428,0.025,0.371,0.025,0.025,0.025,0.025,0.025
8464,0.024,0.024,0.024,0.024,0.024,0.024,0.784,0.024,0.024,0.024
8465,0.028,0.028,0.028,0.028,0.490,0.028,0.028,0.028,0.288,0.028
8466,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.786
8467,0.438,0.025,0.025,0.025,0.363,0.025,0.025,0.025,0.025,0.025
8468,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.279,0.027,0.505
8469,0.449,0.027,0.027,0.027,0.027,0.027,0.333,0.027,0.027,0.027
8470,0.304,0.024,0.508,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8471,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.668,0.037,0.037
8472,0.022,0.022,0.335,0.022,0.022,0.022,0.022,0.022,0.022,0.488
8473,0.020,0.020,0.818,0.020,0.020,0.020,0.020,0.020,0.020,0.020
8474,0.747,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8475,0.776,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8476,0.025,0.777,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8477,0.028,0.028,0.746,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8478,0.023,0.023,0.023,0.023,0.023,0.023,0.791,0.023,0.023,0.023
8479,0.024,0.024,0.024,0.247,0.024,0.024,0.024,0.561,0.024,0.024
8480,0.018,0.018,0.018,0.018,0.104,0.018,0.018,0.018,0.100,0.674
8481,0.023,0.023,0.023,0.023,0.023,0.023,0.793,0.023,0.023,0.023
8482,0.506,0.020,0.020,0.020,0.020,0.250,0.020,0.101,0.020,0.020
8483,0.025,0.025,0.025,0.025,0.777,0.025,0.025,0.025,0.025,0.025
8484,0.759,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8485,0.033,0.033,0.033,0.706,0.033,0.033,0.033,0.033,0.033,0.033
8486,0.691,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034
8487,0.021,0.021,0.021,0.021,0.809,0.021,0.021,0.021,0.021,0.021
8488,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.721
8489,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.745,0.028,0.028
8490,0.025,0.025,0.777,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8491,0.019,0.019,0.019,0.830,0.019,0.019,0.019,0.019,0.019,0.019
8492,0.025,0.025,0.117,0.025,0.025,0.320,0.025,0.186,0.025,0.227
8493,0.028,0.540,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.238
8494,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024,0.024
8495,0.016,0.016,0.016,0.016,0.611,0.016,0.083,0.016,0.016,0.196
8496,0.023,0.023,0.023,0.023,0.023,0.791,0.023,0.023,0.023,0.023
8497,0.027,0.241,0.027,0.540,0.027,0.027,0.027,0.027,0.027,0.027
8498,0.022,0.022,0.022,0.798,0.022,0.022,0.022,0.022,0.022,0.022
8499,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.779,0.025
8500,0.027,0.027,0.027,0.027,0.027,0.027,0.337,0.027,0.450,0.027
8501,0.023,0.023,0.023,0.797,0.023,0.023,0.023,0.023,0.023,0.023
8502,0.028,0.028,0.749,0.028,0.028,0.028,0.028,0.028,0.028,0.028
8503,0.018,0.018,0.018,0.102,0.571,0.135,0.018,0.018,0.082,0.018
8504,0.022,0.022,0.606,0.220,0.022,0.022,0.022,0.022,0.022,0.022
8505,0.023,0.023,0.023,0.023,0.023,0.023,0.792,0.023,0.023,0.023
8506,0.024,0.024,0.024,0.349,0.461,0.024,0.024,0.024,0.024,0.024
8507,0.025,0.025,0.025,0.572,0.025,0.025,0.025,0.025,0.025,0.229
8508,0.442,0.257,0.020,0.159,0.020,0.020,0.020,0.020,0.020,0.020
8509,0.024,0.024,0.354,0.024,0.260,0.024,0.221,0.024,0.024,0.024
8510,0.826,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
8511,0.026,0.026,0.026,0.026,0.026,0.026,0.764,0.026,0.026,0.026
8512,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.776,0.025
8513,0.031,0.031,0.031,0.437,0.031,0.031,0.031,0.315,0.031,0.031
8514,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.769
8515,0.026,0.026,0.026,0.460,0.026,0.026,0.026,0.334,0.026,0.026
8516,0.424,0.022,0.398,0.022,0.022,0.022,0.022,0.022,0.022,0.022
8517,0.532,0.024,0.024,0.024,0.024,0.274,0.024,0.024,0.024,0.024
8518,0.022,0.022,0.022,0.022,0.022,0.022,0.802,0.022,0.022,0.022
8519,0.757,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8520,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.697,0.034
8521,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.815,0.021
8522,0.020,0.020,0.020,0.020,0.020,0.259,0.514,0.020,0.087,0.020
8523,0.021,0.021,0.580,0.021,0.021,0.021,0.021,0.021,0.021,0.256
8524,0.024,0.400,0.024,0.024,0.411,0.024,0.024,0.024,0.024,0.024
8525,0.450,0.019,0.019,0.019,0.019,0.019,0.400,0.019,0.019,0.019
8526,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.659,0.038
8527,0.025,0.025,0.025,0.772,0.025,0.025,0.025,0.025,0.025,0.025
8528,0.026,0.026,0.026,0.662,0.026,0.026,0.026,0.134,0.026,0.026
8529,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8530,0.026,0.026,0.026,0.763,0.026,0.026,0.026,0.026,0.026,0.026
8531,0.023,0.023,0.023,0.023,0.023,0.792,0.023,0.023,0.023,0.023
8532,0.027,0.193,0.027,0.027,0.027,0.027,0.027,0.027,0.170,0.446
8533,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029,0.029,0.029
8534,0.033,0.034,0.034,0.699,0.033,0.034,0.033,0.033,0.033,0.033
8535,0.028,0.028,0.028,0.624,0.028,0.028,0.028,0.028,0.155,0.028
8536,0.027,0.027,0.027,0.027,0.755,0.027,0.027,0.027,0.027,0.027
8537,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.698,0.034
8538,0.032,0.032,0.432,0.314,0.032,0.032,0.032,0.032,0.032,0.032
8539,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.359,0.025,0.439
8540,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8541,0.031,0.031,0.241,0.031,0.031,0.031,0.249,0.031,0.031,0.297
8542,0.026,0.026,0.026,0.523,0.026,0.272,0.026,0.026,0.026,0.026
8543,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.699,0.033,0.033
8544,0.018,0.018,0.842,0.018,0.018,0.018,0.018,0.018,0.018,0.018
8545,0.024,0.024,0.210,0.401,0.024,0.024,0.024,0.024,0.224,0.024
8546,0.024,0.024,0.024,0.024,0.619,0.024,0.024,0.024,0.188,0.024
8547,0.028,0.028,0.028,0.028,0.747,0.028,0.028,0.028,0.028,0.028
8548,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024,0.024
8549,0.024,0.024,0.784,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8550,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.773
8551,0.329,0.025,0.025,0.469,0.025,0.025,0.025,0.025,0.025,0.025
8552,0.024,0.024,0.674,0.134,0.024,0.024,0.024,0.024,0.024,0.024
8553,0.027,0.027,0.027,0.027,0.027,0.760,0.027,0.027,0.027,0.027
8554,0.022,0.022,0.499,0.022,0.022,0.022,0.022,0.022,0.022,0.329
8555,0.027,0.027,0.027,0.027,0.027,0.027,0.760,0.027,0.027,0.027
8556,0.021,0.021,0.021,0.021,0.367,0.021,0.021,0.468,0.021,0.021
8557,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8558,0.028,0.028,0.028,0.028,0.749,0.028,0.028,0.028,0.028,0.028
8559,0.025,0.025,0.025,0.025,0.025,0.025,0.778,0.025,0.025,0.025
8560,0.802,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
8561,0.029,0.029,0.029,0.260,0.029,0.029,0.029,0.029,0.029,0.508
8562,0.027,0.027,0.756,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8563,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8564,0.538,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.222
8565,0.024,0.369,0.024,0.024,0.024,0.024,0.441,0.024,0.024,0.024
8566,0.029,0.029,0.029,0.260,0.029,0.029,0.029,0.029,0.029,0.508
8567,0.030,0.030,0.030,0.030,0.030,0.731,0.030,0.030,0.030,0.030
8568,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.281,0.545
8569,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.749,0.028,0.028
8570,0.312,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.530,0.020
8571,0.374,0.019,0.019,0.019,0.019,0.019,0.019,0.262,0.019,0.228
8572,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767,0.026
8573,0.022,0.022,0.537,0.022,0.022,0.022,0.022,0.022,0.022,0.289
8574,0.022,0.022,0.022,0.556,0.022,0.022,0.086,0.022,0.022,0.202
8575,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.771
8576,0.023,0.023,0.393,0.426,0.023,0.023,0.023,0.023,0.023,0.023
8577,0.028,0.174,0.028,0.605,0.028,0.028,0.028,0.028,0.028,0.028
8578,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.748,0.028
8579,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.759,0.027,0.027
8580,0.463,0.019,0.199,0.019,0.019,0.019,0.019,0.019,0.019,0.203
8581,0.027,0.027,0.027,0.027,0.761,0.027,0.027,0.027,0.027,0.027
8582,0.025,0.025,0.428,0.370,0.025,0.025,0.025,0.025,0.025,0.025
8583,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.765,0.026
8584,0.018,0.018,0.018,0.018,0.256,0.139,0.018,0.018,0.476,0.018
8585,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.809
8586,0.023,0.023,0.023,0.526,0.023,0.023,0.023,0.023,0.023,0.288
8587,0.032,0.032,0.032,0.032,0.032,0.378,0.032,0.032,0.032,0.368
8588,0.024,0.024,0.024,0.264,0.024,0.024,0.024,0.024,0.024,0.548
8589,0.024,0.024,0.151,0.660,0.024,0.024,0.024,0.024,0.024,0.024
8590,0.026,0.026,0.026,0.026,0.026,0.769,0.026,0.026,0.026,0.026
8591,0.035,0.035,0.035,0.035,0.689,0.035,0.035,0.035,0.035,0.035
8592,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
8593,0.028,0.028,0.028,0.746,0.028,0.028,0.028,0.028,0.028,0.028
8594,0.014,0.014,0.014,0.203,0.574,0.014,0.014,0.051,0.085,0.014
8595,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.267,0.528
8596,0.023,0.023,0.791,0.023,0.023,0.023,0.023,0.023,0.023,0.023
8597,0.035,0.035,0.035,0.035,0.689,0.035,0.035,0.035,0.035,0.035
8598,0.547,0.030,0.030,0.030,0.030,0.216,0.030,0.030,0.030,0.030
8599,0.023,0.184,0.023,0.023,0.629,0.023,0.023,0.023,0.023,0.023
8600,0.024,0.024,0.024,0.439,0.024,0.371,0.024,0.024,0.024,0.024
8601,0.027,0.753,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
8602,0.023,0.210,0.605,0.023,0.023,0.023,0.023,0.023,0.023,0.023
8603,0.025,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025,0.025
8604,0.022,0.022,0.022,0.022,0.022,0.022,0.801,0.022,0.022,0.022
8605,0.031,0.031,0.031,0.031,0.446,0.170,0.031,0.031,0.167,0.031
8606,0.033,0.033,0.033,0.700,0.033,0.033,0.033,0.033,0.033,0.033
8607,0.032,0.032,0.032,0.710,0.032,0.032,0.032,0.032,0.032,0.032
8608,0.186,0.155,0.219,0.015,0.316,0.015,0.015,0.015,0.015,0.048
8609,0.832,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
8610,0.029,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029,0.029
8611,0.024,0.024,0.229,0.250,0.024,0.024,0.354,0.024,0.024,0.024
8612,0.029,0.029,0.029,0.029,0.029,0.029,0.743,0.029,0.029,0.029
8613,0.025,0.025,0.025,0.773,0.025,0.025,0.025,0.025,0.025,0.025
8614,0.335,0.026,0.026,0.353,0.026,0.026,0.134,0.026,0.026,0.026
8615,0.022,0.022,0.356,0.022,0.367,0.120,0.022,0.022,0.022,0.022
8616,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.357,0.429
8617,0.423,0.034,0.034,0.034,0.034,0.304,0.034,0.034,0.034,0.034
8618,0.024,0.024,0.024,0.024,0.024,0.780,0.024,0.024,0.024,0.024
8619,0.389,0.031,0.031,0.031,0.031,0.359,0.031,0.031,0.031,0.031
8620,0.022,0.022,0.609,0.022,0.022,0.022,0.022,0.022,0.022,0.215
8621,0.033,0.033,0.033,0.033,0.033,0.706,0.033,0.033,0.033,0.033
8622,0.024,0.024,0.024,0.024,0.024,0.787,0.024,0.024,0.024,0.024
